역명,지역(구),지역(동),지가,면적(㎡),카테고리,임대료,승객 수
논현역,강남구,논현동,7357435.828,75,소매업,4036950,8905495
학동역,강남구,논현동,7357435.828,16,식당,3001858,23578067
논현역,강남구,논현동,7357435.828,25,식품제과,2133410,33448476
논현역,강남구,논현동,7357435.828,33,식품제과,2816102,33448476
논현역,강남구,논현동,7357435.828,29.92,식품제과,5482433,8905495
논현역,강남구,논현동,7357435.828,63.44,식품제과,8910000,5140392
학동역,강남구,논현동,7357435.828,68.55,식품제과,4780000,11734985
학동역,강남구,논현동,7357435.828,17.54,식품제과,6470000,11734985
학동역,강남구,논현동,7357435.828,44,식품제과,10241610,10925606
학동역,강남구,논현동,7357435.828,51,식품제과,12308280,10925606
논현역,강남구,논현동,7357435.828,46,의류잡화,2475996,33448476
논현역,강남구,논현동,7357435.828,37.8,의류잡화,3530000,33448476
논현역,강남구,논현동,7357435.828,35,의류잡화,3713581,33448476
논현역,강남구,논현동,7357435.828,23,의류잡화,3720000,33448476
논현역,강남구,논현동,7357435.828,57.7,의류잡화,5189834,8905495
논현역,강남구,논현동,7357435.828,30,의류잡화,6820000,8905495
학동역,강남구,논현동,7357435.828,16.4,의류잡화,2830000,6427063
학동역,강남구,논현동,7357435.828,31.39,의류잡화,3539231,23578067
학동역,강남구,논현동,7357435.828,41,의류잡화,8679210,10925606
논현역,강남구,논현동,7357435.828,29,카페,2022349,33448476
학동역,강남구,논현동,7357435.828,25,카페,6033471,11734985
논현역,강남구,논현동,7357435.828,44.65,편의점,10937960,14535273
학동역,강남구,논현동,7357435.828,55.45,편의점,13479950,10925606
논현역,강남구,논현동,7357435.828,50,화장품,3931054,8905495
논현역,강남구,논현동,7357435.828,50,화장품,3931054,8905495
학동역,강남구,논현동,7357435.828,21,화장품,4445449,23578067
학동역,강남구,논현동,7357435.828,41,화장품,8679210,10925606
학동역,강남구,논현동,7357435.828,42,화장품,8890898,10925606
학여울역,강남구,대치동,8708890.535,3938.2,식당,61100000,10925606
매봉역,강남구,도곡동,6423487.039,15.77,식당,2360800,8549444
도곡역,강남구,도곡동,6423487.039,25.04,식품제과,1024800,29796363
매봉역,강남구,도곡동,6423487.039,9.41,식품제과,251020,8549444
도곡역,강남구,도곡동,6423487.039,21.9,의류잡화,873400,29796363
도곡역,강남구,도곡동,6423487.039,23.18,의류잡화,1350000,29796363
매봉역,강남구,도곡동,6423487.039,16,편의점,2421000,4487588
매봉역,강남구,도곡동,6423487.039,26,화장품,3030000,3790871
선릉역,강남구,삼성동,9496628.221,18.48,소매업,3558605,75123
선릉역,강남구,삼성동,9496628.221,19,소매업,3658738,75123
선릉역,강남구,삼성동,9496628.221,20,소매업,3851304,75123
선릉역,강남구,삼성동,9496628.221,20,소매업,3851304,75123
선릉역,강남구,삼성동,9496628.221,24.1,소매업,4640821,16619311
선릉역,강남구,삼성동,9496628.221,34.46,소매업,6635797,16619311
선릉역,강남구,삼성동,9496628.221,18.3,소매업,9770951,9799670
강남구청역,강남구,삼성동,9496628.221,55,식당,6216335,11153211
강남구청역,강남구,삼성동,9496628.221,36,식품제과,3031199,11153211
강남구청역,강남구,삼성동,9496628.221,9.2,의류잡화,930998,11153211
강남구청역,강남구,삼성동,9496628.221,36,의류잡화,3031199,11153211
강남구청역,강남구,삼성동,9496628.221,41,의류잡화,5082993,11153211
선릉역,강남구,삼성동,9496628.221,16,의류잡화,4567000,16619311
선릉역,강남구,삼성동,9496628.221,19.48,의류잡화,6733300,16619311
선릉역,강남구,삼성동,9496628.221,20.21,의류잡화,8286429,16619311
강남구청역,강남구,삼성동,9496628.221,472,카페,16834400,11153211
선릉역,강남구,삼성동,9496628.221,16,카페,6766430,16619311
선릉역,강남구,삼성동,9496628.221,13,카페,8923786,9799670
강남구청역,강남구,삼성동,9496628.221,63.8,편의점,14113220,11153211
강남구청역,강남구,삼성동,9496628.221,30,화장품,3390728,11153211
강남구청역,강남구,삼성동,9496628.221,41,화장품,5082993,11153211
강남구청역,강남구,삼성동,9496628.221,73.3,화장품,5610000,11153211
삼성역,강남구,삼성동,9496628.221,37.83,화장품,13684355,53081616
선릉역,강남구,삼성동,9496628.221,24.34,화장품,10550000,9799670
선릉역,강남구,삼성동,9496628.221,38.03,화장품,23355245,9799670
수서역,강남구,수서동,1862148.289,28.28,소매업,3019900,20542580
수서역,강남구,수서동,1862148.289,24,식품제과,3523300,20542580
수서역,강남구,수서동,1862148.289,21,의료,2640000,36949618
수서역,강남구,수서동,1862148.289,20.1,의류잡화,722870,36949618
수서역,강남구,수서동,1862148.289,24,의류잡화,7302800,20542580
수서역,강남구,수서동,1862148.289,38.9,카페,1849771,36949618
수서역,강남구,수서동,1862148.289,20.1,편의점,1194300,36949618
수서역,강남구,수서동,1862148.289,21,화장품,1720000,36949618
수서역,강남구,수서동,1862148.289,27.54,화장품,10150000,20542580
신사역,강남구,신사동,10931272.6,23.7,소매업,4500000,17843483
신사역,강남구,신사동,10931272.6,23.7,소매업,6483300,11889540
신사역,강남구,신사동,10931272.6,17.36,의류잡화,887470,17843483
신사역,강남구,신사동,10931272.6,23.7,의류잡화,2844063,17843483
신사역,강남구,신사동,10931272.6,23.7,의류잡화,3284815,17843483
신사역,강남구,신사동,10931272.6,23.7,의류잡화,4410000,17843483
신사역,강남구,신사동,10931272.6,25.39,의류잡화,8050000,11889540
신사역,강남구,신사동,10931272.6,47.4,의류잡화,10010000,11889540
신사역,강남구,신사동,10931272.6,18.2,카페,891400,17843483
신사역,강남구,신사동,10931272.6,16,카페,5190960,11889540
신사역,강남구,신사동,10931272.6,29.06,카페,6915082,11889540
압구정역,강남구,신사동,10931272.6,12.3,카페,7212907,22805419
신사역,강남구,신사동,10931272.6,31.3,편의점,11961600,11889540
압구정역,강남구,신사동,10931272.6,37,편의점,10000200,22805419
신사역,강남구,신사동,10931272.6,23.7,화장품,5561000,11889540
압구정역,강남구,신사동,10931272.6,23.76,화장품,20412826,22805419
강남역,강남구,역삼동,9574575.456,20.3,소매업,10063851,74509854
역삼역,강남구,역삼동,9574575.456,25.8,식품제과,6271900,13039746
강남역,강남구,역삼동,9574575.456,12.99,의류잡화,10961471,74509854
역삼역,강남구,역삼동,9574575.456,20.08,의류잡화,676990,25405481
역삼역,강남구,역삼동,9574575.456,21.55,의류잡화,708300,25405481
역삼역,강남구,역삼동,9574575.456,26.4,의류잡화,1276710,5260731
역삼역,강남구,역삼동,9574575.456,23.18,의류잡화,5020000,13039746
역삼역,강남구,역삼동,9574575.456,52.32,의류잡화,13500000,13039746
강남역,강남구,역삼동,9574575.456,13.3,카페,6889683,74509854
역삼역,강남구,역삼동,9574575.456,21,카페,2274690,13039746
역삼역,강남구,역삼동,9574575.456,22.5,카페,2682315,13039746
역삼역,강남구,역삼동,9574575.456,13,카페,4175760,13039746
강남역,강남구,역삼동,9574575.456,26.55,화장품,26510100,74509854
강남역,강남구,역삼동,9574575.456,35.5,화장품,33961005,74509854
일원역,강남구,일원동,3727237.621,51.7,사무실,514300,13118047
일원역,강남구,일원동,3727237.621,90,사무실,645000,13118047
일원역,강남구,일원동,3727237.621,61.48,의료,22110000,13118047
일원역,강남구,일원동,3727237.621,808,카페,8335000,13118047
일원역,강남구,일원동,3727237.621,46,편의점,5280000,13118047
청담역,강남구,청담동,10202899.96,81,사무실,2979130,8300607
청담역,강남구,청담동,10202899.96,25,소매업,1787312,8300607
청담역,강남구,청담동,10202899.96,52.9,소매업,1950000,8300607
청담역,강남구,청담동,10202899.96,97.44,소매업,2819712,8300607
청담역,강남구,청담동,10202899.96,25,식품제과,754184,7271432
청담역,강남구,청담동,10202899.96,33,식품제과,1748983,8300607
청담역,강남구,청담동,10202899.96,65.36,식품제과,3466100,8300607
청담역,강남구,청담동,10202899.96,35.2,의류잡화,1070550,7271432
청담역,강남구,청담동,10202899.96,54,의류잡화,1629037,8300607
청담역,강남구,청담동,10202899.96,35,의류잡화,4505474,8300607
청담역,강남구,청담동,10202899.96,45,카페,1357531,7271432
청담역,강남구,청담동,10202899.96,54,카페,1629037,8300607
청담역,강남구,청담동,10202899.96,43,편의점,3074177,8300607
청담역,강남구,청담동,10202899.96,52.34,편의점,13420000,7536245
청담역,강남구,청담동,10202899.96,43,화장품,3074177,8300607
청담역,강남구,청담동,10202899.96,55,화장품,8955158,7536245
고덕역,강동구,고덕동,1822725.558,42.94,식품제과,2876000,6959736
고덕역,강동구,고덕동,1822725.558,28.62,편의점,5036580,6959736
길동역,강동구,길동,3729561.368,31.82,편의점,5116421,7039787
둔촌동역,강동구,둔촌동,2360703.99,13.5,의류잡화,2710000,8957089
둔촌동역,강동구,둔촌동,2360703.99,28.71,의류잡화,3589154,8957089
둔촌동역,강동구,둔촌동,2360703.99,29,편의점,5386990,8957089
굽은다리역,강동구,명일동,3975409.598,34.43,식품제과,3692500,17981165
명일역,강동구,명일동,3975409.598,29.77,식품제과,2000000,7757014
굽은다리역,강동구,명일동,3975409.598,14.5,의류잡화,999990,17981165
굽은다리역,강동구,명일동,3975409.598,23,의류잡화,3130000,17981165
명일역,강동구,명일동,3975409.598,44.27,의류잡화,2300000,7757014
굽은다리역,강동구,명일동,3975409.598,30,편의점,5299388,17981165
명일역,강동구,명일동,3975409.598,30,편의점,5086481,7757014
상일동역,강동구,상일동,2292801.794,17.92,의류잡화,21600000,8219380
상일동역,강동구,상일동,2292801.794,31.46,편의점,5759577,8219380
강동구청역,강동구,성내동,3853370.823,30,편의점,8849507,7951472
강동구청역,강동구,성내동,3853370.823,36.96,화장품,9338262,7951472
암사역,강동구,암사동,2588074.526,46.46,식품제과,7620400,22805419
암사역,강동구,암사동,2588074.526,35,편의점,13906760,22805419
암사역,강동구,암사동,2588074.526,36.54,화장품,14971057,22805419
강동역,강동구,천호동,3836852.921,24.44,식품제과,2877000,13678811
강동역,강동구,천호동,3836852.921,81.6,식품제과,14919520,13678811
강동역,강동구,천호동,3836852.921,15,의류잡화,2200012,13678811
천호역,강동구,천호동,3836852.921,210,의류잡화,217793378,11120870
강동역,강동구,천호동,3836852.921,57.26,편의점,10222861,13678811
미아사거리역,강북구,미아동,2319034.385,22.56,소매업,1290010,11670476
미아사거리역,강북구,미아동,2319034.385,17.24,식품제과,1500100,11670476
미아사거리역,강북구,미아동,2319034.385,12,식품제과,3010000,6202512
미아사거리역,강북구,미아동,2319034.385,31,식품제과,8350000,13702538
미아사거리역,강북구,미아동,2319034.385,17.06,의류잡화,1665905,11670476
미아사거리역,강북구,미아동,2319034.385,18.66,의류잡화,2010000,29635153
미아사거리역,강북구,미아동,2319034.385,24.02,의류잡화,2200000,6202512
미아사거리역,강북구,미아동,2319034.385,14.8,의류잡화,2600000,6202512
미아사거리역,강북구,미아동,2319034.385,33.94,의류잡화,3050000,3178749
미아사거리역,강북구,미아동,2319034.385,12,의류잡화,3101473,13702538
미아사거리역,강북구,미아동,2319034.385,33.76,의류잡화,3666600,13702538
미아사거리역,강북구,미아동,2319034.385,29.03,의류잡화,5380000,13702538
미아사거리역,강북구,미아동,2319034.385,44.4,의류잡화,8600700,5310832
미아역,강북구,미아동,2319034.385,16.46,의류잡화,546300,14275577
미아역,강북구,미아동,2319034.385,17.9,의류잡화,1750000,14275577
미아사거리역,강북구,미아동,2319034.385,24,카페,10556897,14275577
미아사거리역,강북구,미아동,2319034.385,16.88,화장품,3200000,13702538
미아사거리역,강북구,미아동,2319034.385,13.86,화장품,8296151,13702538
미아역,강북구,미아동,2319034.385,17,화장품,3700000,14275577
수유역,강북구,수유동,1895753.06,22.42,식품제과,12021600,17714873
수유역,강북구,수유동,1895753.06,18.43,의류잡화,1093920,20542580
수유역,강북구,수유동,1895753.06,18.67,의류잡화,1280850,17714873
수유역,강북구,수유동,1895753.06,13.4,의류잡화,1772817,17714873
수유역,강북구,수유동,1895753.06,12,의류잡화,5581048,17714873
수유역,강북구,수유동,1895753.06,23,편의점,10108400,17714873
발산역,강서구,가양동,2813595.841,27.08,식품제과,3120000,21498737
발산역,강서구,가양동,2813595.841,27.14,의류잡화,3250000,21498737
발산역,강서구,가양동,2813595.841,30,의류잡화,8000000,21498737
발산역,강서구,가양동,2813595.841,33,편의점,6711005,21498737
송정역,강서구,공항동,2246579.703,21.87,식품제과,2563730,9799670
송정역,강서구,공항동,2246579.703,16.2,의류잡화,1051000,9799670
송정역,강서구,공항동,2246579.703,70.51,의류잡화,2300000,9799670
송정역,강서구,공항동,2246579.703,42.37,편의점,6689936,6790870
김포공항역,강서구,방화동,2022212.487,103.42,사무실,1045000,7039787
김포공항역,강서구,방화동,2022212.487,44.47,소매업,6000000,5620867
김포공항역,강서구,방화동,2022212.487,44.39,식품제과,3379996,6167521
김포공항역,강서구,방화동,2022212.487,43.71,식품제과,5335330,16922012
김포공항역,강서구,방화동,2022212.487,25.29,의류잡화,3300070,6167521
김포공항역,강서구,방화동,2022212.487,25.29,의류잡화,3850000,6167521
김포공항역,강서구,방화동,2022212.487,53.15,의류잡화,4200000,6167521
김포공항역,강서구,방화동,2022212.487,49.96,의류잡화,5059554,5744110
김포공항역,강서구,방화동,2022212.487,25.58,의류잡화,5120000,16922012
김포공항역,강서구,방화동,2022212.487,21.53,의류잡화,6300070,5620867
방화역,강서구,방화동,2022212.487,19.65,의류잡화,3130000,12253637
김포공항역,강서구,방화동,2022212.487,53.97,카페,4984100,6167521
개화산역,강서구,방화동,2022212.487,30,편의점,4085152,4235715
김포공항역,강서구,방화동,2022212.487,32.34,편의점,5515621,5620867
방화역,강서구,방화동,2022212.487,30,편의점,4817020,12253637
방화역,강서구,방화동,2022212.487,40.53,화장품,9363837,4694450
까치산역,강서구,화곡동,2502497.467,28.07,소매업,12773147,5620867
우장산역,강서구,화곡동,2502497.467,14.8,소매업,2100000,7717359
까치산역,강서구,화곡동,2502497.467,36.85,식품제과,8896100,5620867
화곡역,강서구,화곡동,2502497.467,67.04,식품제과,8269500,36008642
까치산역,강서구,화곡동,2502497.467,19.28,의류잡화,7674176,5620867
까치산역,강서구,화곡동,2502497.467,24.15,의류잡화,10130000,5620867
까치산역,강서구,화곡동,2502497.467,46.76,의류잡화,15557824,5620867
우장산역,강서구,화곡동,2502497.467,19.84,의류잡화,1309401,7717359
우장산역,강서구,화곡동,2502497.467,19.88,의류잡화,3000500,7717359
화곡역,강서구,화곡동,2502497.467,39.17,의류잡화,11457440,36008642
화곡역,강서구,화곡동,2502497.467,101.16,의류잡화,16073607,36008642
까치산역,강서구,화곡동,2502497.467,21.25,카페,10000000,5620867
까치산역,강서구,화곡동,2502497.467,37.82,편의점,9319115,5620867
우장산역,강서구,화곡동,2502497.467,33,편의점,6729856,7717359
화곡역,강서구,화곡동,2502497.467,30,편의점,9956727,36008642
까치산역,강서구,화곡동,2502497.467,30.72,화장품,11817326,5620867
우장산역,강서구,화곡동,2502497.467,44.8,화장품,12076635,4622841
화곡역,강서구,화곡동,2502497.467,15.48,화장품,4000330,36008642
화곡역,강서구,화곡동,2502497.467,18.29,화장품,4500330,36008642
화곡역,강서구,화곡동,2502497.467,27,화장품,15335580,36008642
낙성대역,관악구,봉천동,2894106.435,16.7,의류잡화,1902830,21452951
봉천역,관악구,봉천동,2894106.435,17.61,의류잡화,1814122,14863639
서울대입구역,관악구,봉천동,2894106.435,26.64,의류잡화,12222200,8539503
봉천역,관악구,봉천동,2894106.435,27.81,카페,5330218,14863639
서울대입구역,관악구,봉천동,2894106.435,14,카페,8262765,8539503
서울대입구역,관악구,봉천동,2894106.435,29.26,카페,9284039,8539503
낙성대역,관악구,봉천동,2894106.435,20.94,편의점,500630,5620867
낙성대역,관악구,봉천동,2894106.435,21.28,편의점,5115000,21452951
신림역,관악구,신림동,2817211.508,16,식당,7527000,17843483
신림역,관악구,신림동,2817211.508,13,식품제과,5783900,2605613
신림역,관악구,신림동,2817211.508,14,의류잡화,5010000,2605613
신림역,관악구,신림동,2817211.508,8,카페,3921680,4650208
신림역,관악구,신림동,2817211.508,15,카페,13764794,17843483
광나루역,광진구,광장동,2361903.619,62.2,식품제과,4585000,10054460
광나루역,광진구,광장동,2361903.619,17.86,의류잡화,2150000,10054460
광나루역,광진구,광장동,2361903.619,53.26,의류잡화,3726868,10054460
광나루역,광진구,광장동,2361903.619,45,편의점,8972033,10054460
강변역,광진구,구의동,3309120.032,11.2,카페,5041319,33862924
강변역,광진구,구의동,3309120.032,41,편의점,15310500,33862924
강변역,광진구,구의동,3309120.032,36.5,화장품,17456040,33862924
군자역,광진구,능동,3091363.86,20,식품제과,4435930,5175114
군자역,광진구,능동,3091363.86,27,식품제과,15358696,17981165
군자역,광진구,능동,3091363.86,33,식품제과,16095420,17981165
아차산역,광진구,능동,3091363.86,19.6,식품제과,2000000,9512381
아차산역,광진구,능동,3091363.86,19.6,식품제과,6299533,35918861
군자역,광진구,능동,3091363.86,86.95,의류잡화,3196209,5175114
군자역,광진구,능동,3091363.86,24.24,의류잡화,8400200,17152645
군자역,광진구,능동,3091363.86,31,의류잡화,13022172,17981165
군자역,광진구,능동,3091363.86,32.7,의류잡화,13500000,17981165
아차산역,광진구,능동,3091363.86,48.37,의류잡화,3556078,10508678
군자역,광진구,능동,3091363.86,27,카페,18293194,17981165
군자역,광진구,능동,3091363.86,54.82,편의점,11979000,17981165
아차산역,광진구,능동,3091363.86,28.72,편의점,5882664,35918861
군자역,광진구,능동,3091363.86,50,화장품,3677938,5175114
군자역,광진구,능동,3091363.86,40,화장품,4905294,5175114
군자역,광진구,능동,3091363.86,55,화장품,4994660,5175114
군자역,광진구,능동,3091363.86,90.6,화장품,7050000,17152645
군자역,광진구,능동,3091363.86,44.67,화장품,7500000,17152645
아차산역,광진구,능동,3091363.86,31.21,화장품,8500330,35918861
뚝섬유원지역,광진구,자양동,3525110.801,29.89,편의점,4399230,2296668
중곡역,광진구,중곡동,2709218.069,14,의류잡화,976306,43738113
중곡역,광진구,중곡동,2709218.069,46,의류잡화,3207864,43738113
중곡역,광진구,중곡동,2709218.069,35.16,편의점,5004670,43738113
중곡역,광진구,중곡동,2709218.069,46.99,화장품,3210000,43738113
건대입구역,광진구,화양동,4372646.939,867.64,소매업,16415740,46757854
건대입구역,광진구,화양동,4372646.939,75,소매업,21308277,46757854
어린이대공원역,광진구,화양동,4372646.939,58,식당,4961497,10028558
건대입구역,광진구,화양동,4372646.939,32,식품제과,4588744,46757854
어린이대공원역,광진구,화양동,4372646.939,22,식품제과,3091121,19148877
어린이대공원역,광진구,화양동,4372646.939,37,식품제과,4682655,10028558
건대입구역,광진구,화양동,4372646.939,76,의료,26100000,46757854
건대입구역,광진구,화양동,4372646.939,22.8,의류잡화,3256490,46757854
건대입구역,광진구,화양동,4372646.939,26,의류잡화,3728354,46757854
건대입구역,광진구,화양동,4372646.939,23.42,의류잡화,4709346,46757854
건대입구역,광진구,화양동,4372646.939,36,의류잡화,7638033,46757854
건대입구역,광진구,화양동,4372646.939,29,의류잡화,7795782,46757854
건대입구역,광진구,화양동,4372646.939,36.04,의류잡화,11100000,46757854
건대입구역,광진구,화양동,4372646.939,29.5,의류잡화,668000,46757854
어린이대공원역,광진구,화양동,4372646.939,30,의류잡화,4215165,10028558
어린이대공원역,광진구,화양동,4372646.939,37,의류잡화,4560333,10028558
건대입구역,광진구,화양동,4372646.939,29.68,카페,6243818,46757854
어린이대공원역,광진구,화양동,4372646.939,60,카페,3527101,19148877
어린이대공원역,광진구,화양동,4372646.939,46,카페,5669603,10028558
어린이대공원역,광진구,화양동,4372646.939,56,카페,6902125,10028558
건대입구역,광진구,화양동,4372646.939,37.36,편의점,11116490,46757854
어린이대공원역,광진구,화양동,4372646.939,35.6,편의점,11109670,10028558
건대입구역,광진구,화양동,4372646.939,24.55,화장품,5208714,46757854
건대입구역,광진구,화양동,4372646.939,30,화장품,8064602,46757854
건대입구역,광진구,화양동,4372646.939,48.2,화장품,10226478,46757854
어린이대공원역,광진구,화양동,4372646.939,70,화장품,4114951,10028558
대림역,구로구,구로동,2619361.61,15.76,식당,5810000,11910940
구로디지털역,구로구,구로동,2619361.61,29,식품제과,8502100,36698095
대림역,구로구,구로동,2619361.61,15.5,식품제과,3152300,7997301
대림역,구로구,구로동,2619361.61,39,식품제과,4303187,7997301
대림역,구로구,구로동,2619361.61,14,식품제과,7222000,9403595
대림역,구로구,구로동,2619361.61,44.74,식품제과,9130000,9403595
구로디지털역,구로구,구로동,2619361.61,100.8,의류잡화,14000700,36698095
남구로역,구로구,구로동,2619361.61,22,의류잡화,2625180,21452951
대림역,구로구,구로동,2619361.61,39,의류잡화,4303187,7997301
대림역,구로구,구로동,2619361.61,40,의류잡화,4413525,11910940
대림역,구로구,구로동,2619361.61,14.93,의류잡화,5564323,11910940
대림역,구로구,구로동,2619361.61,22,의류잡화,7222000,9403595
대림역,구로구,구로동,2619361.61,19.47,의류잡화,12925000,9403595
대림역,구로구,구로동,2619361.61,68,의류잡화,15079302,9403595
대림역,구로구,구로동,2619361.61,33,의류잡화,15150000,16503458
대림역,구로구,구로동,2619361.61,14.93,의류잡화,16140000,16503458
대림역,구로구,구로동,2619361.61,41.1,의류잡화,22680670,16503458
구로디지털역,구로구,구로동,2619361.61,10.66,카페,6773016,36698095
남구로역,구로구,구로동,2619361.61,33.67,편의점,7551830,21452951
대림역,구로구,구로동,2619361.61,20,편의점,5643800,11910940
대림역,구로구,구로동,2619361.61,22,편의점,9200000,9403595
대림역,구로구,구로동,2619361.61,29.51,편의점,9955770,9403595
남구로역,구로구,구로동,2619361.61,43,화장품,5131033,21452951
남구로역,구로구,구로동,2619361.61,32,화장품,5286312,21452951
남구로역,구로구,구로동,2619361.61,40,화장품,6607890,21452951
대림역,구로구,구로동,2619361.61,30,화장품,3564294,7997301
천왕역,구로구,오류동,2042716.275,900.39,사무실,1232310,11120870
천왕역,구로구,오류동,2042716.275,36.93,편의점,4984430,11120870
온수역,구로구,온수동,1662028.045,82,소매업,10470965,3137638
온수역,구로구,온수동,1662028.045,41,식품제과,4100281,35217625
온수역,구로구,온수동,1662028.045,13.5,의류잡화,2500000,35217625
온수역,구로구,온수동,1662028.045,23.1,의류잡화,3200000,35217625
온수역,구로구,온수동,1662028.045,60,의류잡화,7048003,3137638
온수역,구로구,온수동,1662028.045,27,카페,3171601,35217625
온수역,구로구,온수동,1662028.045,27,카페,3171601,35217625
온수역,구로구,온수동,1662028.045,37,카페,4346269,35217625
온수역,구로구,온수동,1662028.045,37,카페,4346269,35217625
온수역,구로구,온수동,1662028.045,35,카페,5843375,3137638
온수역,구로구,온수동,1662028.045,29.81,편의점,5686010,3137638
가산디지털단지역,금천구,가산동,5233672.496,34,식품제과,7512000,28369785
가산디지털단지역,금천구,가산동,5233672.496,35.8,편의점,13038740,28369785
가산디지털단지역,금천구,가산동,5233672.496,30,화장품,3775052,28369785
가산디지털단지역,금천구,가산동,5233672.496,39,화장품,4907567,28369785
태릉입구역,노원구,공릉동,1971704.187,31,소매업,2052930,15306872
태릉입구역,노원구,공릉동,1971704.187,33,소매업,2141056,15306872
태릉입구역,노원구,공릉동,1971704.187,33,소매업,2141056,15306872
태릉입구역,노원구,공릉동,1971704.187,44,소매업,2827466,15306872
공릉역,노원구,공릉동,1971704.187,50,식품제과,3843238,9447024
태릉입구역,노원구,공릉동,1971704.187,50,식품제과,3486809,15306872
화랑대역,노원구,공릉동,1971704.187,28,식품제과,2053502,36008642
공릉역,노원구,공릉동,1971704.187,30,의류잡화,2305943,9447024
태릉입구역,노원구,공릉동,1971704.187,20,의류잡화,1394724,15306872
태릉입구역,노원구,공릉동,1971704.187,20,의류잡화,1394724,15306872
태릉입구역,노원구,공릉동,1971704.187,33,의류잡화,1466447,15306872
태릉입구역,노원구,공릉동,1971704.187,39,의류잡화,1934017,15306872
태릉입구역,노원구,공릉동,1971704.187,39,의류잡화,1934017,15306872
태릉입구역,노원구,공릉동,1971704.187,45,의류잡화,3193917,15306872
태릉입구역,노원구,공릉동,1971704.187,97,의류잡화,4310464,15306872
태릉입구역,노원구,공릉동,1971704.187,59,의류잡화,8630000,19683084
태릉입구역,노원구,공릉동,1971704.187,59,의류잡화,8630000,16835549
화랑대역,노원구,공릉동,1971704.187,30,의류잡화,2200181,36008642
태릉입구역,노원구,공릉동,1971704.187,39,카페,1934017,15306872
태릉입구역,노원구,공릉동,1971704.187,31,카페,2052930,15306872
화랑대역,노원구,공릉동,1971704.187,35,카페,2325056,36008642
공릉역,노원구,공릉동,1971704.187,28.91,편의점,6716380,9447024
태릉입구역,노원구,공릉동,1971704.187,37.14,편의점,7933860,15306872
화랑대역,노원구,공릉동,1971704.187,30,편의점,7478862,36008642
공릉역,노원구,공릉동,1971704.187,40,화장품,3074591,9447024
공릉역,노원구,공릉동,1971704.187,29.42,화장품,9509157,9447024
태릉입구역,노원구,공릉동,1971704.187,38,화장품,1884427,15306872
화랑대역,노원구,공릉동,1971704.187,50,화장품,3666969,36008642
화랑대역,노원구,공릉동,1971704.187,34.6,화장품,10609653,36008642
노원역,노원구,상계동,2248616.726,52,사무실,541660,8343060
마들역,노원구,상계동,2248616.726,534.92,사무실,3281667,12995026
당고개역,노원구,상계동,2248616.726,23.88,소매업,387000,14535273
당고개역,노원구,상계동,2248616.726,56.3,소매업,582000,14535273
마들역,노원구,상계동,2248616.726,33,소매업,520000,7197212
마들역,노원구,상계동,2248616.726,31,소매업,1047282,10393171
마들역,노원구,상계동,2248616.726,33,소매업,1165989,10393171
마들역,노원구,상계동,2248616.726,33,소매업,1165989,10393171
마들역,노원구,상계동,2248616.726,35,소매업,1182416,10393171
마들역,노원구,상계동,2248616.726,35,소매업,1182416,10393171
마들역,노원구,상계동,2248616.726,36,소매업,1216199,10393171
마들역,노원구,상계동,2248616.726,45,소매업,1520249,12995026
상계역,노원구,상계동,2248616.726,100,소매업,7410300,53081616
수락산역,노원구,상계동,2248616.726,100,소매업,3460981,36949618
노원역,노원구,상계동,2248616.726,17,식당,2349954,8343060
노원역,노원구,상계동,2248616.726,36.4,식품제과,27943265,10077851
당고개역,노원구,상계동,2248616.726,21.8,식품제과,252000,14535273
당고개역,노원구,상계동,2248616.726,31.5,식품제과,371000,14535273
마들역,노원구,상계동,2248616.726,33,식품제과,468350,2296668
마들역,노원구,상계동,2248616.726,20,식품제과,696329,10393171
마들역,노원구,상계동,2248616.726,45,식품제과,1487705,10393171
상계역,노원구,상계동,2248616.726,26.2,식품제과,1450100,53081616
수락산역,노원구,상계동,2248616.726,44,식품제과,1609201,36949618
노원역,노원구,상계동,2248616.726,14.91,의류잡화,559380,8343060
노원역,노원구,상계동,2248616.726,24,의류잡화,3382050,8343060
당고개역,노원구,상계동,2248616.726,27.84,의류잡화,901870,14535273
당고개역,노원구,상계동,2248616.726,311,의류잡화,12000200,14535273
마들역,노원구,상계동,2248616.726,33,의류잡화,470000,2296668
마들역,노원구,상계동,2248616.726,33,의류잡화,533330,7197212
마들역,노원구,상계동,2248616.726,33,의류잡화,650000,7197212
마들역,노원구,상계동,2248616.726,39,의류잡화,2500000,12995026
상계역,노원구,상계동,2248616.726,21.5,의류잡화,2050000,53081616
상계역,노원구,상계동,2248616.726,21.5,의류잡화,2359300,53081616
수락산역,노원구,상계동,2248616.726,28,의류잡화,1102142,36949618
수락산역,노원구,상계동,2248616.726,30,의류잡화,1180866,36949618
당고개역,노원구,상계동,2248616.726,28.01,카페,3353802,14535273
상계역,노원구,상계동,2248616.726,32.16,카페,5678722,53081616
노원역,노원구,상계동,2248616.726,55.15,편의점,17204550,10077851
마들역,노원구,상계동,2248616.726,33.11,편의점,3423530,12995026
수락산역,노원구,상계동,2248616.726,37.88,편의점,7021080,36949618
노원역,노원구,상계동,2248616.726,37,화장품,4032817,10077851
노원역,노원구,상계동,2248616.726,40,화장품,4359803,10077851
